1200	0.00451
1199.5	0.00438
1199	0.00445
1198.5	0.00432
1198	0.00407
1197.5	0.00433
1197	0.00433
1196.5	0.00404
1196	0.00397
1195.5	0.00421
1195	0.00398
1194.5	0.00378
1194	0.00407
1193.5	0.00437
1193	0.00438
1192.5	0.00418
1192	0.004
1191.5	0.00415
1191	0.00393
1190.5	0.00385
1190	0.00377
1189.5	0.00377
1189	0.00386
1188.5	0.00371
1188	0.0037
1187.5	0.00355
1187	0.00333
1186.5	0.00349
1186	0.00366
1185.5	0.00395
1185	0.00369
1184.5	0.00366
1184	0.00367
1183.5	0.00376
1183	0.00388
1182.5	0.00358
1182	0.00351
1181.5	0.00373
1181	0.00369
1180.5	0.00367
1180	0.00356
1179.5	0.00371
1179	0.00351
1178.5	0.00369
1178	0.00354
1177.5	0.00368
1177	0.00341
1176.5	0.00352
1176	0.00353
1175.5	0.00363
1175	0.00343
1174.5	0.00352
1174	0.00326
1173.5	0.0036
1173	0.00349
1172.5	0.00318
1172	0.00326
1171.5	0.00344
1171	0.00338
1170.5	0.00325
1170	0.00316
1169.5	0.00311
1169	0.0033
1168.5	0.00319
1168	0.00322
1167.5	0.00307
1167	0.00314
1166.5	0.00314
1166	0.00322
1165.5	0.00318
1165	0.00314
1164.5	0.00332
1164	0.00305
1163.5	0.0033
1163	0.003
1162.5	0.00316
1162	0.00298
1161.5	0.00324
1161	0.00297
1160.5	0.00319
1160	0.00287
1159.5	0.00328
1159	0.0027
1158.5	0.00358
1158	0.00307
1157.5	0.00312
1157	0.00272
1156.5	0.00287
1156	0.00298
1155.5	0.00261
1155	0.00281
1154.5	0.00297
1154	0.00289
1153.5	0.00267
1153	0.00278
1152.5	0.00275
1152	0.00285
1151.5	0.00288
1151	0.00287
1150.5	0.00293
1150	0.00295
1149.5	0.00286
1149	0.00305
1148.5	0.00297
1148	0.003
1147.5	0.00289
1147	0.00315
1146.5	0.00273
1146	0.00326
1145.5	0.00296
1145	0.00316
1144.5	0.00307
1144	0.00322
1143.5	0.00355
1143	0.00319
1142.5	0.00312
1142	0.00342
1141.5	0.00322
1141	0.00341
1140.5	0.00339
1140	0.00338
1139.5	0.00348
1139	0.00337
1138.5	0.00361
1138	0.00359
1137.5	0.00371
1137	0.0036
1136.5	0.00335
1136	0.0037
1135.5	0.00354
1135	0.00364
1134.5	0.00346
1134	0.00376
1133.5	0.0037
1133	0.00372
1132.5	0.00414
1132	0.00382
1131.5	0.00393
1131	0.00404
1130.5	0.00398
1130	0.0039
1129.5	0.00355
1129	0.00389
1128.5	0.00383
1128	0.00405
1127.5	0.00381
1127	0.0039
1126.5	0.00412
1126	0.00402
1125.5	0.00398
1125	0.00406
1124.5	0.0039
1124	0.00388
1123.5	0.00416
1123	0.00405
1122.5	0.00408
1122	0.00387
1121.5	0.0043
1121	0.004
1120.5	0.00433
1120	0.00391
1119.5	0.00422
1119	0.004
1118.5	0.0044
1118	0.00396
1117.5	0.00431
1117	0.00407
1116.5	0.00402
1116	0.00398
1115.5	0.00428
1115	0.00412
1114.5	0.00432
1114	0.0041
1113.5	0.00417
1113	0.004
1112.5	0.00437
1112	0.00403
1111.5	0.0042
1111	0.00402
1110.5	0.00408
1110	0.00425
1109.5	0.00437
1109	0.00399
1108.5	0.00453
1108	0.00422
1107.5	0.00418
1107	0.0042
1106.5	0.00462
1106	0.00405
1105.5	0.0043
1105	0.00432
1104.5	0.00447
1104	0.00404
1103.5	0.0046
1103	0.00401
1102.5	0.00449
1102	0.00414
1101.5	0.00465
1101	0.00405
1100.5	0.00427
1100	0.00413
1099.5	0.00437
1099	0.0041
1098.5	0.00435
1098	0.00419
1097.5	0.00441
1097	0.0041
1096.5	0.00452
1096	0.0043
1095.5	0.00405
1095	0.0042
1094.5	0.00414
1094	0.00422
1093.5	0.00407
1093	0.00425
1092.5	0.00429
1092	0.00412
1091.5	0.0043
1091	0.00435
1090.5	0.00439
1090	0.00424
1089.5	0.0042
1089	0.00437
1088.5	0.00407
1088	0.00407
1087.5	0.00425
1087	0.00426
1086.5	0.00423
1086	0.00432
1085.5	0.0045
1085	0.00415
1084.5	0.00456
1084	0.0044
1083.5	0.00446
1083	0.00423
1082.5	0.00435
1082	0.00449
1081.5	0.00446
1081	0.00428
1080.5	0.0043
1080	0.00445
1079.5	0.00445
1079	0.00434
1078.5	0.00459
1078	0.00417
1077.5	0.00477
1077	0.00448
1076.5	0.00457
1076	0.00421
1075.5	0.00461
1075	0.00449
1074.5	0.00461
1074	0.0043
1073.5	0.00445
1073	0.00433
1072.5	0.00448
1072	0.00444
1071.5	0.00436
1071	0.00412
1070.5	0.00438
1070	0.0043
1069.5	0.00453
1069	0.00439
1068.5	0.0042
1068	0.00432
1067.5	0.00459
1067	0.0045
1066.5	0.00442
1066	0.00448
1065.5	0.00456
1065	0.00442
1064.5	0.00445
1064	0.00434
1063.5	0.00437
1063	0.00452
1062.5	0.00462
1062	0.00453
1061.5	0.0045
1061	0.00444
1060.5	0.00471
1060	0.00451
1059.5	0.00468
1059	0.00455
1058.5	0.00487
1058	0.00451
1057.5	0.00457
1057	0.0044
1056.5	0.005
1056	0.00461
1055.5	0.00457
1055	0.00452
1054.5	0.00459
1054	0.00447
1053.5	0.00465
1053	0.00455
1052.5	0.00444
1052	0.00452
1051.5	0.00454
1051	0.00457
1050.5	0.00469
1050	0.0045
1049.5	0.00478
1049	0.0047
1048.5	0.00492
1048	0.0045
1047.5	0.00466
1047	0.00463
1046.5	0.00514
1046	0.00456
1045.5	0.00515
1045	0.00457
1044.5	0.00488
1044	0.00465
1043.5	0.00508
1043	0.00449
1042.5	0.00492
1042	0.00476
1041.5	0.0047
1041	0.00456
1040.5	0.00486
1040	0.00471
1039.5	0.00451
1039	0.0046
1038.5	0.00458
1038	0.00468
1037.5	0.00492
1037	0.0049
1036.5	0.00469
1036	0.00466
1035.5	0.00431
